!,,,,
! ----------------------------------------------------------------------------------------------,,,,
!,,,,
! Revision 0.0  2012-09-17 Andre ,,,,
! GB2 Initial version,,,,
!,,,,
! ----------------------------------------------------------------------------------------------,,,,
# Addr,Name,Def/mask,SubDes,Des
,,,,
,,,,
R30.9664,Host Rx Lane 5 Amux control,16'h0000,,
30.9664.15:14,Reserved,R,,
30.9664.13:12,Equalizer offset correction method,RW,,Equalizer offset correction method
30.9664.11:9,Reserved,R,,
30.9664.8,Speed up timers,RW,,Reserved for simulation use. Do not assert on real device
30.9664.7,Reserved,R,,
30.9664.6:4,PLL Amux select,RW,,A 3 way binary coded field which will be decoded inside RXD to produce a 1 hot 8 way AMUX observe select.
30.9664.3:0,Rx Amux select,RW,,A 4 way binary coded field which will be decoded inside RXD to produce a 1 hot 16 way AMUX observe select.
,,,,
R30.9920,Host Rx Lane 6 Amux control,16'h0000,,
30.9920.15:14,Reserved,R,,
30.9920.13:12,Equalizer offset correction method,RW,,Equalizer offset correction method
30.9920.11:9,Reserved,R,,
30.9920.8,Speed up timers,RW,,Reserved for simulation use. Do not assert on real device
30.9920.7,Reserved,R,,
30.9920.6:4,PLL Amux select,RW,,A 3 way binary coded field which will be decoded inside RXD to produce a 1 hot 8 way AMUX observe select.
30.9920.3:0,Rx Amux select,RW,,A 4 way binary coded field which will be decoded inside RXD to produce a 1 hot 16 way AMUX observe select.
,,,,
R30.10176,Host Rx Lane 7 Amux control,16'h0000,,
30.10176.15:14,Reserved,R,,
30.10176.13:12,Equalizer offset correction method,RW,,Equalizer offset correction method
30.10176.11:9,Reserved,R,,
30.10176.8,Speed up timers,RW,,Reserved for simulation use. Do not assert on real device
30.10176.7,Reserved,R,,
30.10176.6:4,PLL Amux select,RW,,A 3 way binary coded field which will be decoded inside RXD to produce a 1 hot 8 way AMUX observe select.
30.10176.3:0,Rx Amux select,RW,,A 4 way binary coded field which will be decoded inside RXD to produce a 1 hot 16 way AMUX observe select.
,,,,
R30.10432,Host Rx Lane 8 Amux control,16'h0000,,
30.10432.15:14,Reserved,R,,
30.10432.13:12,Equalizer offset correction method,RW,,Equalizer offset correction method
30.10432.11:9,Reserved,R,,
30.10432.8,Speed up timers,RW,,Reserved for simulation use. Do not assert on real device
30.10432.7,Reserved,R,,
30.10432.6:4,PLL Amux select,RW,,A 3 way binary coded field which will be decoded inside RXD to produce a 1 hot 8 way AMUX observe select.
30.10432.3:0,Rx Amux select,RW,,A 4 way binary coded field which will be decoded inside RXD to produce a 1 hot 16 way AMUX observe select.
,,,,
R30.10688,Host Rx Lane 9 Amux control,16'h0000,,
30.10688.15:14,Reserved,R,,
30.10688.13:12,Equalizer offset correction method,RW,,Equalizer offset correction method
30.10688.11:9,Reserved,R,,
30.10688.8,Speed up timers,RW,,Reserved for simulation use. Do not assert on real device
30.10688.7,Reserved,R,,
30.10688.6:4,PLL Amux select,RW,,A 3 way binary coded field which will be decoded inside RXD to produce a 1 hot 8 way AMUX observe select.
30.10688.3:0,Rx Amux select,RW,,A 4 way binary coded field which will be decoded inside RXD to produce a 1 hot 16 way AMUX observe select.
