!,,,,
! ----------------------------------------------------------------------------------------------,,,,
!,,,,
! Revision 0.0  2012-09-17 Andre ,,,,
! GB2 Initial version,,,,
!,,,,
! ----------------------------------------------------------------------------------------------,,,,
# Addr,Name,Def/mask,SubDes,Des
,,,,
,,,,
30.5925.13:9,CYA_FUSE,RW,,This field allows the fuse value for the uncommitted bits to be overridden.
30.5925.8:4,REGULATOR_FUSE,RW,,This field allows the fuse trim value for the regulator to be overridden.
30.5925.3:0,PTAT_CURRENT_FUSE,RW,,This field allows the fuse trim value for the PTAT current to be overridden.
,,,,
R30.6181,Optical Tx Lane 8 VT Fuse,16'h0000,,
30.6181.15:14,Reserved,R,,
30.6181.13:9,CYA_FUSE,RW,,This field allows the fuse value for the uncommitted bits to be overridden.
30.6181.8:4,REGULATOR_FUSE,RW,,This field allows the fuse trim value for the regulator to be overridden.
30.6181.3:0,PTAT_CURRENT_FUSE,RW,,This field allows the fuse trim value for the PTAT current to be overridden.
,,,,
R30.6437,Optical Tx Lane 9 VT Fuse,16'h0000,,
30.6437.15:14,Reserved,R,,
30.6437.13:9,CYA_FUSE,RW,,This field allows the fuse value for the uncommitted bits to be overridden.
30.6437.8:4,REGULATOR_FUSE,RW,,This field allows the fuse trim value for the regulator to be overridden.
30.6437.3:0,PTAT_CURRENT_FUSE,RW,,This field allows the fuse trim value for the PTAT current to be overridden.
,,,,
R30.8229,Host Tx Lane 0 VT Fuse,16'h0000,,
30.8229.15:14,Reserved,R,,
30.8229.13:9,CYA_FUSE,RW,,This field allows the fuse value for the uncommitted bits to be overridden.
30.8229.8:4,REGULATOR_FUSE,RW,,This field allows the fuse trim value for the regulator to be overridden.
30.8229.3:0,PTAT_CURRENT_FUSE,RW,,This field allows the fuse trim value for the PTAT current to be overridden.
,,,,
R30.8485,Host Tx Lane 1 VT Fuse,16'h0000,,
30.8485.15:14,Reserved,R,,
30.8485.13:9,CYA_FUSE,RW,,This field allows the fuse value for the uncommitted bits to be overridden.
30.8485.8:4,REGULATOR_FUSE,RW,,This field allows the fuse trim value for the regulator to be overridden.
30.8485.3:0,PTAT_CURRENT_FUSE,RW,,This field allows the fuse trim value for the PTAT current to be overridden.
,,,,
R30.8741,Host Tx Lane 2 VT Fuse,16'h0000,,
30.8741.15:14,Reserved,R,,
30.8741.13:9,CYA_FUSE,RW,,This field allows the fuse value for the uncommitted bits to be overridden.
30.8741.8:4,REGULATOR_FUSE,RW,,This field allows the fuse trim value for the regulator to be overridden.
30.8741.3:0,PTAT_CURRENT_FUSE,RW,,This field allows the fuse trim value for the PTAT current to be overridden.
,,,,
R30.8997,Host Tx Lane 3 VT Fuse,16'h0000,,
30.8997.15:14,Reserved,R,,
30.8997.13:9,CYA_FUSE,RW,,This field allows the fuse value for the uncommitted bits to be overridden.
30.8997.8:4,REGULATOR_FUSE,RW,,This field allows the fuse trim value for the regulator to be overridden.
30.8997.3:0,PTAT_CURRENT_FUSE,RW,,This field allows the fuse trim value for the PTAT current to be overridden.
,,,,
R30.9253,Host Tx Lane 4 VT Fuse,16'h0000,,
30.9253.15:14,Reserved,R,,
30.9253.13:9,CYA_FUSE,RW,,This field allows the fuse value for the uncommitted bits to be overridden.
30.9253.8:4,REGULATOR_FUSE,RW,,This field allows the fuse trim value for the regulator to be overridden.
30.9253.3:0,PTAT_CURRENT_FUSE,RW,,This field allows the fuse trim value for the PTAT current to be overridden.
,,,,
R30.9509,Host Tx Lane 5 VT Fuse,16'h0000,,
30.9509.15:14,Reserved,R,,
30.9509.13:9,CYA_FUSE,RW,,This field allows the fuse value for the uncommitted bits to be overridden.
30.9509.8:4,REGULATOR_FUSE,RW,,This field allows the fuse trim value for the regulator to be overridden.
30.9509.3:0,PTAT_CURRENT_FUSE,RW,,This field allows the fuse trim value for the PTAT current to be overridden.
,,,,
R30.9765,Host Tx Lane 6 VT Fuse,16'h0000,,
30.9765.15:14,Reserved,R,,
30.9765.13:9,CYA_FUSE,RW,,This field allows the fuse value for the uncommitted bits to be overridden.
30.9765.8:4,REGULATOR_FUSE,RW,,This field allows the fuse trim value for the regulator to be overridden.
30.9765.3:0,PTAT_CURRENT_FUSE,RW,,This field allows the fuse trim value for the PTAT current to be overridden.
,,,,
R30.10021,Host Tx Lane 7 VT Fuse,16'h0000,,
30.10021.15:14,Reserved,R,,
30.10021.13:9,CYA_FUSE,RW,,This field allows the fuse value for the uncommitted bits to be overridden.
30.10021.8:4,REGULATOR_FUSE,RW,,This field allows the fuse trim value for the regulator to be overridden.
30.10021.3:0,PTAT_CURRENT_FUSE,RW,,This field allows the fuse trim value for the PTAT current to be overridden.
,,,,
R30.10277,Host Tx Lane 8 VT Fuse,16'h0000,,
30.10277.15:14,Reserved,R,,
30.10277.13:9,CYA_FUSE,RW,,This field allows the fuse value for the uncommitted bits to be overridden.
30.10277.8:4,REGULATOR_FUSE,RW,,This field allows the fuse trim value for the regulator to be overridden.
30.10277.3:0,PTAT_CURRENT_FUSE,RW,,This field allows the fuse trim value for the PTAT current to be overridden.
,,,,
R30.10533,Host Tx Lane 9 VT Fuse,16'h0000,,
30.10533.15:14,Reserved,R,,
30.10533.13:9,CYA_FUSE,RW,,This field allows the fuse value for the uncommitted bits to be overridden.
30.10533.8:4,REGULATOR_FUSE,RW,,This field allows the fuse trim value for the regulator to be overridden.
30.10533.3:0,PTAT_CURRENT_FUSE,RW,,This field allows the fuse trim value for the PTAT current to be overridden.
,,,,
,,,,
R30.4134,Optical Tx Lane 0 VT debug,16'h0000,,
30.4134.15:7,Reserved,R,,
30.4134.6:3,VT_SPARE,RW,,This field controls the spare inputs to the VT sensor 
30.4134.2:0,VT_AMUX,RW,,"This selects one of seven analog monitor points in the VT sensor which can be observed via the AMUX output. Code 000 is defined as high-impedance (off) to allow the common AMUX output to be shared across all Tx, Rx and Plls. For correct operation, only one AMUX should be enabled at any one time, all others should be off.
30.4134.he decode for this field is still TBD"
,,,,
R30.4390,Optical Tx Lane 1 VT debug,16'h0000,,
30.4390.15:7,Reserved,R,,
30.4390.6:3,VT_SPARE,RW,,This field controls the spare inputs to the VT sensor 
30.4390.2:0,VT_AMUX,RW,,"This selects one of seven analog monitor points in the VT sensor which can be observed via the AMUX output. Code 000 is defined as high-impedance (off) to allow the common AMUX output to be shared across all Tx, Rx and Plls. For correct operation, only one AMUX should be enabled at any one time, all others should be off.
30.4390.he decode for this field is still TBD"
,,,,
R30.4646,Optical Tx Lane 2 VT debug,16'h0000,,
30.4646.15:7,Reserved,R,,
30.4646.6:3,VT_SPARE,RW,,This field controls the spare inputs to the VT sensor 
30.4646.2:0,VT_AMUX,RW,,"This selects one of seven analog monitor points in the VT sensor which can be observed via the AMUX output. Code 000 is defined as high-impedance (off) to allow the common AMUX output to be shared across all Tx, Rx and Plls. For correct operation, only one AMUX should be enabled at any one time, all others should be off.
30.4646.he decode for this field is still TBD"
,,,,
R30.4902,Optical Tx Lane 3 VT debug,16'h0000,,
30.4902.15:7,Reserved,R,,
30.4902.6:3,VT_SPARE,RW,,This field controls the spare inputs to the VT sensor 
30.4902.2:0,VT_AMUX,RW,,"This selects one of seven analog monitor points in the VT sensor which can be observed via the AMUX output. Code 000 is defined as high-impedance (off) to allow the common AMUX output to be shared across all Tx, Rx and Plls. For correct operation, only one AMUX should be enabled at any one time, all others should be off.
30.4902.he decode for this field is still TBD"
,,,,
R30.5158,Optical Tx Lane 4 VT debug,16'h0000,,
30.5158.15:7,Reserved,R,,
30.5158.6:3,VT_SPARE,RW,,This field controls the spare inputs to the VT sensor 
30.5158.2:0,VT_AMUX,RW,,"This selects one of seven analog monitor points in the VT sensor which can be observed via the AMUX output. Code 000 is defined as high-impedance (off) to allow the common AMUX output to be shared across all Tx, Rx and Plls. For correct operation, only one AMUX should be enabled at any one time, all others should be off.
30.5158.he decode for this field is still TBD"
,,,,
R30.5414,Optical Tx Lane 5 VT debug,16'h0000,,
30.5414.15:7,Reserved,R,,
30.5414.6:3,VT_SPARE,RW,,This field controls the spare inputs to the VT sensor 
30.5414.2:0,VT_AMUX,RW,,"This selects one of seven analog monitor points in the VT sensor which can be observed via the AMUX output. Code 000 is defined as high-impedance (off) to allow the common AMUX output to be shared across all Tx, Rx and Plls. For correct operation, only one AMUX should be enabled at any one time, all others should be off.
30.5414.he decode for this field is still TBD"
,,,,
R30.5670,Optical Tx Lane 6 VT debug,16'h0000,,
30.5670.15:7,Reserved,R,,
30.5670.6:3,VT_SPARE,RW,,This field controls the spare inputs to the VT sensor 
30.5670.2:0,VT_AMUX,RW,,"This selects one of seven analog monitor points in the VT sensor which can be observed via the AMUX output. Code 000 is defined as high-impedance (off) to allow the common AMUX output to be shared across all Tx, Rx and Plls. For correct operation, only one AMUX should be enabled at any one time, all others should be off.
30.5670.he decode for this field is still TBD"
,,,,
R30.5926,Optical Tx Lane 7 VT debug,16'h0000,,
30.5926.15:7,Reserved,R,,
30.5926.6:3,VT_SPARE,RW,,This field controls the spare inputs to the VT sensor 
30.5926.2:0,VT_AMUX,RW,,"This selects one of seven analog monitor points in the VT sensor which can be observed via the AMUX output. Code 000 is defined as high-impedance (off) to allow the common AMUX output to be shared across all Tx, Rx and Plls. For correct operation, only one AMUX should be enabled at any one time, all others should be off.
30.5926.he decode for this field is still TBD"
,,,,
R30.6182,Optical Tx Lane 8 VT debug,16'h0000,,
30.6182.15:7,Reserved,R,,
30.6182.6:3,VT_SPARE,RW,,This field controls the spare inputs to the VT sensor 
30.6182.2:0,VT_AMUX,RW,,"This selects one of seven analog monitor points in the VT sensor which can be observed via the AMUX output. Code 000 is defined as high-impedance (off) to allow the common AMUX output to be shared across all Tx, Rx and Plls. For correct operation, only one AMUX should be enabled at any one time, all others should be off.
30.6182.he decode for this field is still TBD"
,,,,
R30.6438,Optical Tx Lane 9 VT debug,16'h0000,,
30.6438.15:7,Reserved,R,,
30.6438.6:3,VT_SPARE,RW,,This field controls the spare inputs to the VT sensor 
30.6438.2:0,VT_AMUX,RW,,"This selects one of seven analog monitor points in the VT sensor which can be observed via the AMUX output. Code 000 is defined as high-impedance (off) to allow the common AMUX output to be shared across all Tx, Rx and Plls. For correct operation, only one AMUX should be enabled at any one time, all others should be off.
30.6438.he decode for this field is still TBD"
,,,,
R30.8230,Host Tx Lane 0 VT debug,16'h0000,,
30.8230.15:7,Reserved,R,,
30.8230.6:3,VT_SPARE,RW,,This field controls the spare inputs to the VT sensor 
30.8230.2:0,VT_AMUX,RW,,"This selects one of seven analog monitor points in the VT sensor which can be observed via the AMUX output. Code 000 is defined as high-impedance (off) to allow the common AMUX output to be shared across all Tx, Rx and Plls. For correct operation, only one AMUX should be enabled at any one time, all others should be off.
30.8230.he decode for this field is still TBD"
,,,,
R30.8486,Host Tx Lane 1 VT debug,16'h0000,,
30.8486.15:7,Reserved,R,,
30.8486.6:3,VT_SPARE,RW,,This field controls the spare inputs to the VT sensor 
30.8486.2:0,VT_AMUX,RW,,"This selects one of seven analog monitor points in the VT sensor which can be observed via the AMUX output. Code 000 is defined as high-impedance (off) to allow the common AMUX output to be shared across all Tx, Rx and Plls. For correct operation, only one AMUX should be enabled at any one time, all others should be off.
30.8486.he decode for this field is still TBD"
,,,,
R30.8742,Host Tx Lane 2 VT debug,16'h0000,,
30.8742.15:7,Reserved,R,,
30.8742.6:3,VT_SPARE,RW,,This field controls the spare inputs to the VT sensor 
30.8742.2:0,VT_AMUX,RW,,"This selects one of seven analog monitor points in the VT sensor which can be observed via the AMUX output. Code 000 is defined as high-impedance (off) to allow the common AMUX output to be shared across all Tx, Rx and Plls. For correct operation, only one AMUX should be enabled at any one time, all others should be off.
30.8742.he decode for this field is still TBD"
,,,,
R30.8998,Host Tx Lane 3 VT debug,16'h0000,,
30.8998.15:7,Reserved,R,,
30.8998.6:3,VT_SPARE,RW,,This field controls the spare inputs to the VT sensor 
30.8998.2:0,VT_AMUX,RW,,"This selects one of seven analog monitor points in the VT sensor which can be observed via the AMUX output. Code 000 is defined as high-impedance (off) to allow the common AMUX output to be shared across all Tx, Rx and Plls. For correct operation, only one AMUX should be enabled at any one time, all others should be off.
30.8998.he decode for this field is still TBD"
,,,,
R30.9254,Host Tx Lane 4 VT debug,16'h0000,,
30.9254.15:7,Reserved,R,,
30.9254.6:3,VT_SPARE,RW,,This field controls the spare inputs to the VT sensor 
30.9254.2:0,VT_AMUX,RW,,"This selects one of seven analog monitor points in the VT sensor which can be observed via the AMUX output. Code 000 is defined as high-impedance (off) to allow the common AMUX output to be shared across all Tx, Rx and Plls. For correct operation, only one AMUX should be enabled at any one time, all others should be off.
30.9254.he decode for this field is still TBD"
,,,,
R30.9510,Host Tx Lane 5 VT debug,16'h0000,,
30.9510.15:7,Reserved,R,,
30.9510.6:3,VT_SPARE,RW,,This field controls the spare inputs to the VT sensor 
30.9510.2:0,VT_AMUX,RW,,"This selects one of seven analog monitor points in the VT sensor which can be observed via the AMUX output. Code 000 is defined as high-impedance (off) to allow the common AMUX output to be shared across all Tx, Rx and Plls. For correct operation, only one AMUX should be enabled at any one time, all others should be off.
30.9510.he decode for this field is still TBD"
,,,,
R30.9766,Host Tx Lane 6 VT debug,16'h0000,,
30.9766.15:7,Reserved,R,,
30.9766.6:3,VT_SPARE,RW,,This field controls the spare inputs to the VT sensor 
30.9766.2:0,VT_AMUX,RW,,"This selects one of seven analog monitor points in the VT sensor which can be observed via the AMUX output. Code 000 is defined as high-impedance (off) to allow the common AMUX output to be shared across all Tx, Rx and Plls. For correct operation, only one AMUX should be enabled at any one time, all others should be off.
30.9766.he decode for this field is still TBD"
,,,,
R30.10022,Host Tx Lane 7 VT debug,16'h0000,,
30.10022.15:7,Reserved,R,,
30.10022.6:3,VT_SPARE,RW,,This field controls the spare inputs to the VT sensor 
30.10022.2:0,VT_AMUX,RW,,"This selects one of seven analog monitor points in the VT sensor which can be observed via the AMUX output. Code 000 is defined as high-impedance (off) to allow the common AMUX output to be shared across all Tx, Rx and Plls. For correct operation, only one AMUX should be enabled at any one time, all others should be off.
30.10022.he decode for this field is still TBD"
,,,,
R30.10278,Host Tx Lane 8 VT debug,16'h0000,,
30.10278.15:7,Reserved,R,,
30.10278.6:3,VT_SPARE,RW,,This field controls the spare inputs to the VT sensor 
30.10278.2:0,VT_AMUX,RW,,"This selects one of seven analog monitor points in the VT sensor which can be observed via the AMUX output. Code 000 is defined as high-impedance (off) to allow the common AMUX output to be shared across all Tx, Rx and Plls. For correct operation, only one AMUX should be enabled at any one time, all others should be off.
30.10278.he decode for this field is still TBD"
,,,,
R30.10534,Host Tx Lane 9 VT debug,16'h0000,,
30.10534.15:7,Reserved,R,,
30.10534.6:3,VT_SPARE,RW,,This field controls the spare inputs to the VT sensor 
30.10534.2:0,VT_AMUX,RW,,"This selects one of seven analog monitor points in the VT sensor which can be observed via the AMUX output. Code 000 is defined as high-impedance (off) to allow the common AMUX output to be shared across all Tx, Rx and Plls. For correct operation, only one AMUX should be enabled at any one time, all others should be off.
30.10534.he decode for this field is still TBD"
,,,,
,,,,
R30.4228,Optical Rx Lane 0 Misc Trim,16'h7500,,
30.4228.15:12,ODT trim,RW,,
30.4228.11,Reserved,R,,
30.4228.10,CM adjust enable,RW,0=disable; 1=enable,This field enable Common Mode voltage adjusttment
30.4228.9:8,CM adjust control,RW,,"This field represents a binary code of the desired common mode voltage control. Although the bits in this field are binary coded, hardware expansion into an 3 bit thermocoded field take place downstream of this register before use."
30.4228.7:4,Interpolator Bandgap trim,RW,,Controls trim for interpolator bandgap
30.4228.3:0,Regulator Bandgap trim,RW,,Controls trim for regulator bandgap
,,,,
R30.4484,Optical Rx Lane 1 Misc Trim,16'h7500,,
30.4484.15:12,ODT trim,RW,,
30.4484.11,Reserved,R,,
30.4484.10,CM adjust enable,RW,0=disable; 1=enable,This field enable Common Mode voltage adjusttment
30.4484.9:8,CM adjust control,RW,,"This field represents a binary code of the desired common mode voltage control. Although the bits in this field are binary coded, hardware expansion into an 3 bit thermocoded field take place downstream of this register before use."
30.4484.7:4,Interpolator Bandgap trim,RW,,Controls trim for interpolator bandgap
30.4484.3:0,Regulator Bandgap trim,RW,,Controls trim for regulator bandgap
,,,,
R30.4740,Optical Rx Lane 2 Misc Trim,16'h7500,,
30.4740.15:12,ODT trim,RW,,
30.4740.11,Reserved,R,,
30.4740.10,CM adjust enable,RW,0=disable; 1=enable,This field enable Common Mode voltage adjusttment
30.4740.9:8,CM adjust control,RW,,"This field represents a binary code of the desired common mode voltage control. Although the bits in this field are binary coded, hardware expansion into an 3 bit thermocoded field take place downstream of this register before use."
30.4740.7:4,Interpolator Bandgap trim,RW,,Controls trim for interpolator bandgap
30.4740.3:0,Regulator Bandgap trim,RW,,Controls trim for regulator bandgap
,,,,
R30.4996,Optical Rx Lane 3 Misc Trim,16'h7500,,
30.4996.15:12,ODT trim,RW,,
30.4996.11,Reserved,R,,
30.4996.10,CM adjust enable,RW,0=disable; 1=enable,This field enable Common Mode voltage adjusttment
30.4996.9:8,CM adjust control,RW,,"This field represents a binary code of the desired common mode voltage control. Although the bits in this field are binary coded, hardware expansion into an 3 bit thermocoded field take place downstream of this register before use."
30.4996.7:4,Interpolator Bandgap trim,RW,,Controls trim for interpolator bandgap
30.4996.3:0,Regulator Bandgap trim,RW,,Controls trim for regulator bandgap
,,,,
R30.5252,Optical Rx Lane 4 Misc Trim,16'h7500,,
30.5252.15:12,ODT trim,RW,,
30.5252.11,Reserved,R,,
30.5252.10,CM adjust enable,RW,0=disable; 1=enable,This field enable Common Mode voltage adjusttment
30.5252.9:8,CM adjust control,RW,,"This field represents a binary code of the desired common mode voltage control. Although the bits in this field are binary coded, hardware expansion into an 3 bit thermocoded field take place downstream of this register before use."
30.5252.7:4,Interpolator Bandgap trim,RW,,Controls trim for interpolator bandgap
30.5252.3:0,Regulator Bandgap trim,RW,,Controls trim for regulator bandgap
,,,,
R30.5508,Optical Rx Lane 5 Misc Trim,16'h7500,,
30.5508.15:12,ODT trim,RW,,
30.5508.11,Reserved,R,,
30.5508.10,CM adjust enable,RW,0=disable; 1=enable,This field enable Common Mode voltage adjusttment
30.5508.9:8,CM adjust control,RW,,"This field represents a binary code of the desired common mode voltage control. Although the bits in this field are binary coded, hardware expansion into an 3 bit thermocoded field take place downstream of this register before use."
30.5508.7:4,Interpolator Bandgap trim,RW,,Controls trim for interpolator bandgap
30.5508.3:0,Regulator Bandgap trim,RW,,Controls trim for regulator bandgap
,,,,
R30.5764,Optical Rx Lane 6 Misc Trim,16'h7500,,
30.5764.15:12,ODT trim,RW,,
30.5764.11,Reserved,R,,
30.5764.10,CM adjust enable,RW,0=disable; 1=enable,This field enable Common Mode voltage adjusttment
30.5764.9:8,CM adjust control,RW,,"This field represents a binary code of the desired common mode voltage control. Although the bits in this field are binary coded, hardware expansion into an 3 bit thermocoded field take place downstream of this register before use."
30.5764.7:4,Interpolator Bandgap trim,RW,,Controls trim for interpolator bandgap
30.5764.3:0,Regulator Bandgap trim,RW,,Controls trim for regulator bandgap
,,,,
R30.6020,Optical Rx Lane 7 Misc Trim,16'h7500,,
30.6020.15:12,ODT trim,RW,,
30.6020.11,Reserved,R,,
30.6020.10,CM adjust enable,RW,0=disable; 1=enable,This field enable Common Mode voltage adjusttment
30.6020.9:8,CM adjust control,RW,,"This field represents a binary code of the desired common mode voltage control. Although the bits in this field are binary coded, hardware expansion into an 3 bit thermocoded field take place downstream of this register before use."
30.6020.7:4,Interpolator Bandgap trim,RW,,Controls trim for interpolator bandgap
30.6020.3:0,Regulator Bandgap trim,RW,,Controls trim for regulator bandgap
,,,,
R30.6276,Optical Rx Lane 8 Misc Trim,16'h7500,,
30.6276.15:12,ODT trim,RW,,
30.6276.11,Reserved,R,,
30.6276.10,CM adjust enable,RW,0=disable; 1=enable,This field enable Common Mode voltage adjusttment
30.6276.9:8,CM adjust control,RW,,"This field represents a binary code of the desired common mode voltage control. Although the bits in this field are binary coded, hardware expansion into an 3 bit thermocoded field take place downstream of this register before use."
30.6276.7:4,Interpolator Bandgap trim,RW,,Controls trim for interpolator bandgap
30.6276.3:0,Regulator Bandgap trim,RW,,Controls trim for regulator bandgap
,,,,
R30.6532,Optical Rx Lane 9 Misc Trim,16'h7500,,
30.6532.15:12,ODT trim,RW,,
30.6532.11,Reserved,R,,
30.6532.10,CM adjust enable,RW,0=disable; 1=enable,This field enable Common Mode voltage adjusttment
30.6532.9:8,CM adjust control,RW,,"This field represents a binary code of the desired common mode voltage control. Although the bits in this field are binary coded, hardware expansion into an 3 bit thermocoded field take place downstream of this register before use."
30.6532.7:4,Interpolator Bandgap trim,RW,,Controls trim for interpolator bandgap
30.6532.3:0,Regulator Bandgap trim,RW,,Controls trim for regulator bandgap
,,,,
R30.8324,Host Rx Lane 0 Misc Trim,16'h7500,,
30.8324.15:12,ODT trim,RW,,
30.8324.11,Reserved,R,,
30.8324.10,CM adjust enable,RW,0=disable; 1=enable,This field enable Common Mode voltage adjusttment
30.8324.9:8,CM adjust control,RW,,"This field represents a binary code of the desired common mode voltage control. Although the bits in this field are binary coded, hardware expansion into an 3 bit thermocoded field take place downstream of this register before use."
30.8324.7:4,Interpolator Bandgap trim,RW,,Controls trim for interpolator bandgap
30.8324.3:0,Regulator Bandgap trim,RW,,Controls trim for regulator bandgap
,,,,
R30.8580,Host Rx Lane 1 Misc Trim,16'h7500,,
30.8580.15:12,ODT trim,RW,,
30.8580.11,Reserved,R,,
30.8580.10,CM adjust enable,RW,0=disable; 1=enable,This field enable Common Mode voltage adjusttment
30.8580.9:8,CM adjust control,RW,,"This field represents a binary code of the desired common mode voltage control. Although the bits in this field are binary coded, hardware expansion into an 3 bit thermocoded field take place downstream of this register before use."
30.8580.7:4,Interpolator Bandgap trim,RW,,Controls trim for interpolator bandgap
30.8580.3:0,Regulator Bandgap trim,RW,,Controls trim for regulator bandgap
,,,,
R30.8836,Host Rx Lane 2 Misc Trim,16'h7500,,
30.8836.15:12,ODT trim,RW,,
30.8836.11,Reserved,R,,
30.8836.10,CM adjust enable,RW,0=disable; 1=enable,This field enable Common Mode voltage adjusttment
30.8836.9:8,CM adjust control,RW,,"This field represents a binary code of the desired common mode voltage control. Although the bits in this field are binary coded, hardware expansion into an 3 bit thermocoded field take place downstream of this register before use."
30.8836.7:4,Interpolator Bandgap trim,RW,,Controls trim for interpolator bandgap
30.8836.3:0,Regulator Bandgap trim,RW,,Controls trim for regulator bandgap
,,,,
R30.9092,Host Rx Lane 3 Misc Trim,16'h7500,,
30.9092.15:12,ODT trim,RW,,
30.9092.11,Reserved,R,,
30.9092.10,CM adjust enable,RW,0=disable; 1=enable,This field enable Common Mode voltage adjusttment
30.9092.9:8,CM adjust control,RW,,"This field represents a binary code of the desired common mode voltage control. Although the bits in this field are binary coded, hardware expansion into an 3 bit thermocoded field take place downstream of this register before use."
30.9092.7:4,Interpolator Bandgap trim,RW,,Controls trim for interpolator bandgap
30.9092.3:0,Regulator Bandgap trim,RW,,Controls trim for regulator bandgap
,,,,
R30.9348,Host Rx Lane 4 Misc Trim,16'h7500,,
30.9348.15:12,ODT trim,RW,,
30.9348.11,Reserved,R,,
30.9348.10,CM adjust enable,RW,0=disable; 1=enable,This field enable Common Mode voltage adjusttment
30.9348.9:8,CM adjust control,RW,,"This field represents a binary code of the desired common mode voltage control. Although the bits in this field are binary coded, hardware expansion into an 3 bit thermocoded field take place downstream of this register before use."
30.9348.7:4,Interpolator Bandgap trim,RW,,Controls trim for interpolator bandgap
30.9348.3:0,Regulator Bandgap trim,RW,,Controls trim for regulator bandgap
,,,,
R30.9604,Host Rx Lane 5 Misc Trim,16'h7500,,
30.9604.15:12,ODT trim,RW,,
30.9604.11,Reserved,R,,
30.9604.10,CM adjust enable,RW,0=disable; 1=enable,This field enable Common Mode voltage adjusttment
30.9604.9:8,CM adjust control,RW,,"This field represents a binary code of the desired common mode voltage control. Although the bits in this field are binary coded, hardware expansion into an 3 bit thermocoded field take place downstream of this register before use."
30.9604.7:4,Interpolator Bandgap trim,RW,,Controls trim for interpolator bandgap
30.9604.3:0,Regulator Bandgap trim,RW,,Controls trim for regulator bandgap
,,,,
R30.9860,Host Rx Lane 6 Misc Trim,16'h7500,,
30.9860.15:12,ODT trim,RW,,
30.9860.11,Reserved,R,,
30.9860.10,CM adjust enable,RW,0=disable; 1=enable,This field enable Common Mode voltage adjusttment
30.9860.9:8,CM adjust control,RW,,"This field represents a binary code of the desired common mode voltage control. Although the bits in this field are binary coded, hardware expansion into an 3 bit thermocoded field take place downstream of this register before use."
30.9860.7:4,Interpolator Bandgap trim,RW,,Controls trim for interpolator bandgap
30.9860.3:0,Regulator Bandgap trim,RW,,Controls trim for regulator bandgap
,,,,
R30.10116,Host Rx Lane 7 Misc Trim,16'h7500,,
30.10116.15:12,ODT trim,RW,,
30.10116.11,Reserved,R,,
30.10116.10,CM adjust enable,RW,0=disable; 1=enable,This field enable Common Mode voltage adjusttment
30.10116.9:8,CM adjust control,RW,,"This field represents a binary code of the desired common mode voltage control. Although the bits in this field are binary coded, hardware expansion into an 3 bit thermocoded field take place downstream of this register before use."
30.10116.7:4,Interpolator Bandgap trim,RW,,Controls trim for interpolator bandgap
30.10116.3:0,Regulator Bandgap trim,RW,,Controls trim for regulator bandgap
,,,,
R30.10372,Host Rx Lane 8 Misc Trim,16'h7500,,
30.10372.15:12,ODT trim,RW,,
30.10372.11,Reserved,R,,
30.10372.10,CM adjust enable,RW,0=disable; 1=enable,This field enable Common Mode voltage adjusttment
30.10372.9:8,CM adjust control,RW,,"This field represents a binary code of the desired common mode voltage control. Although the bits in this field are binary coded, hardware expansion into an 3 bit thermocoded field take place downstream of this register before use."
30.10372.7:4,Interpolator Bandgap trim,RW,,Controls trim for interpolator bandgap
30.10372.3:0,Regulator Bandgap trim,RW,,Controls trim for regulator bandgap
,,,,
R30.10628,Host Rx Lane 9 Misc Trim,16'h7500,,
30.10628.15:12,ODT trim,RW,,
30.10628.11,Reserved,R,,
30.10628.10,CM adjust enable,RW,0=disable; 1=enable,This field enable Common Mode voltage adjusttment
30.10628.9:8,CM adjust control,RW,,"This field represents a binary code of the desired common mode voltage control. Although the bits in this field are binary coded, hardware expansion into an 3 bit thermocoded field take place downstream of this register before use."
30.10628.7:4,Interpolator Bandgap trim,RW,,Controls trim for interpolator bandgap
30.10628.3:0,Regulator Bandgap trim,RW,,Controls trim for regulator bandgap
,,,,
,,,,
,,,,
,,,,
R30.4296,Optical Rx Lane 0 Voltage regulator ctl,16'h0777,,
30.4296.15:12,Reserved,R,,
30.4296.11:8,Clock regulator,RW,,Control Central clock generation voltage regulator
30.4296.7:4,Regulator 2,RW,,Control RX 2nd voltage regulator output voltage
30.4296.3:0,Regulator 1,RW,,Control RX 1st voltage regulator output voltage
,,,,
R30.4552,Optical Rx Lane 1 Voltage regulator ctl,16'h0777,,
30.4552.15:12,Reserved,R,,
30.4552.11:8,Clock regulator,RW,,Control Central clock generation voltage regulator
30.4552.7:4,Regulator 2,RW,,Control RX 2nd voltage regulator output voltage
30.4552.3:0,Regulator 1,RW,,Control RX 1st voltage regulator output voltage
,,,,
R30.4808,Optical Rx Lane 2 Voltage regulator ctl,16'h0777,,
30.4808.15:12,Reserved,R,,
30.4808.11:8,Clock regulator,RW,,Control Central clock generation voltage regulator
30.4808.7:4,Regulator 2,RW,,Control RX 2nd voltage regulator output voltage
30.4808.3:0,Regulator 1,RW,,Control RX 1st voltage regulator output voltage
,,,,
R30.5064,Optical Rx Lane 3 Voltage regulator ctl,16'h0777,,
30.5064.15:12,Reserved,R,,
30.5064.11:8,Clock regulator,RW,,Control Central clock generation voltage regulator
30.5064.7:4,Regulator 2,RW,,Control RX 2nd voltage regulator output voltage
30.5064.3:0,Regulator 1,RW,,Control RX 1st voltage regulator output voltage
,,,,
